data_class,method,mae,max-fm,mean-fm,max-Emeasure,mean-Emeasure,S-measure,AP,AUC
CoCA_glove,U2Net,0.2606,0.4798,0.4645,0.6075,0.5906,0.5683,0.4339,0.8398
CoCA_pillow,CoU2Net,0.1636,0.4337,0.4184,0.6548,0.6372,0.5950,0.4071,0.8490
CoCA_pillow,CoLDF,0.1777,0.3915,0.3826,0.6366,0.6023,0.5527,0.3643,0.7989
CoCA_pillow,COEGNET,0.1276,0.4602,0.4039,0.6723,0.6176,0.5959,0.3899,0.8305
CoCA_pillow,GICD,0.1547,0.3657,0.3617,0.6213,0.6109,0.5705,0.2930,0.7292
CoCA_pillow,GCoNet,0.1432,0.4509,0.4342,0.6436,0.6164,0.6092,0.3937,0.8177
CoCA_pillow,LDF,0.1679,0.4518,0.4274,0.6544,0.6006,0.5924,0.4250,0.8574
CoCA_pillow,U2Net,0.1430,0.4913,0.4729,0.6709,0.6476,0.6427,0.4718,0.9250
CoCA_whisk,CoU2Net,0.1840,0.2415,0.2270,0.6295,0.5793,0.5016,0.1678,0.6843
CoCA_whisk,CoLDF,0.1503,0.3093,0.2978,0.6265,0.6178,0.5548,0.2175,0.6825
CoCA_whisk,COEGNET,0.1089,0.2832,0.2771,0.7050,0.6947,0.5370,0.1571,0.6287
CoCA_whisk,GICD,0.2238,0.2887,0.2829,0.5475,0.5398,0.5179,0.2171,0.6906
CoCA_whisk,GCoNet,0.1716,0.2688,0.2659,0.6398,0.6032,0.5298,0.1631,0.6616
CoCA_whisk,LDF,0.1962,0.3573,0.3322,0.6079,0.5716,0.5639,0.2818,0.7371
CoCA_whisk,U2Net,0.2980,0.2427,0.2178,0.5616,0.4626,0.4737,0.1853,0.7350
CoCA_camel,CoU2Net,0.0593,0.7975,0.7674,0.9188,0.9025,0.8181,0.7887,0.9431
CoCA_camel,CoLDF,0.0541,0.8093,0.7851,0.9296,0.9156,0.8284,0.7865,0.9325
CoCA_camel,COEGNET,0.0754,0.7921,0.7205,0.8181,0.7348,0.7108,0.6174,0.7841
CoCA_camel,GICD,0.0569,0.8017,0.7852,0.9226,0.9100,0.8323,0.7503,0.9247
CoCA_camel,GCoNet,0.0584,0.7982,0.7698,0.9368,0.9097,0.8236,0.7581,0.9365
CoCA_camel,LDF,0.0735,0.7538,0.7295,0.9067,0.8745,0.8025,0.7444,0.9412
CoCA_camel,U2Net,0.0934,0.7489,0.6968,0.9040,0.8397,0.7834,0.7479,0.9564
CoCA_waffles,CoU2Net,0.1187,0.6628,0.6510,0.8342,0.8160,0.7272,0.5763,0.8553
CoCA_waffles,CoLDF,0.1316,0.6390,0.6166,0.7984,0.7682,0.7146,0.5913,0.8364
CoCA_waffles,COEGNET,0.1545,0.5432,0.5010,0.7272,0.7080,0.6289,0.4569,0.7588
CoCA_waffles,GICD,0.2252,0.5031,0.4968,0.6849,0.6720,0.6059,0.4092,0.7040
CoCA_waffles,GCoNet,0.1290,0.6660,0.6460,0.8280,0.8047,0.7212,0.5784,0.8293
CoCA_waffles,LDF,0.2257,0.5424,0.4822,0.7269,0.6457,0.6101,0.4737,0.7760
CoCA_waffles,U2Net,0.2037,0.5523,0.5219,0.7056,0.6786,0.6404,0.4906,0.8509
CoCA_boots,CoU2Net,0.1237,0.5284,0.5221,0.7371,0.7230,0.6506,0.4471,0.8247
CoCA_boots,CoLDF,0.1189,0.5541,0.5459,0.7594,0.7386,0.6605,0.4749,0.8189
CoCA_boots,COEGNET,0.1382,0.4509,0.4363,0.7262,0.7008,0.6000,0.3361,0.7064
CoCA_boots,GICD,0.0989,0.6012,0.5976,0.7474,0.7444,0.6936,0.4956,0.8065
CoCA_boots,GCoNet,0.0989,0.5666,0.5588,0.7733,0.7556,0.6772,0.4761,0.8371
CoCA_boots,LDF,0.1585,0.5300,0.4935,0.7174,0.6545,0.6594,0.5014,0.8727
CoCA_boots,U2Net,0.1623,0.4890,0.4831,0.6668,0.6403,0.6566,0.4581,0.8893
CoCA_butterfly,CoU2Net,0.0678,0.7491,0.7076,0.8881,0.8458,0.8111,0.7134,0.9405
CoCA_butterfly,CoLDF,0.0375,0.8395,0.8198,0.9156,0.9046,0.8763,0.8431,0.9701
CoCA_butterfly,COEGNET,0.0644,0.7223,0.7075,0.8981,0.8828,0.7748,0.6010,0.8342
CoCA_butterfly,GICD,0.0340,0.8799,0.8723,0.9224,0.9187,0.8923,0.8356,0.9358
CoCA_butterfly,GCoNet,0.0283,0.9105,0.9020,0.9525,0.9471,0.8976,0.8622,0.9380
CoCA_butterfly,LDF,0.0615,0.7936,0.7757,0.8633,0.8554,0.8598,0.8023,0.9535
CoCA_butterfly,U2Net,0.1212,0.6649,0.6121,0.7939,0.7370,0.7659,0.6357,0.9179
CoCA_key,CoU2Net,0.1195,0.3674,0.3470,0.6531,0.6263,0.6214,0.3052,0.8062
CoCA_key,CoLDF,0.1095,0.4320,0.4138,0.7449,0.6885,0.6644,0.3334,0.8076
CoCA_key,COEGNET,0.0890,0.4688,0.4513,0.6986,0.6686,0.6191,0.3259,0.6994
CoCA_key,GICD,0.0898,0.5274,0.5117,0.7681,0.7290,0.7154,0.4648,0.8813
CoCA_key,GCoNet,0.0593,0.6236,0.5954,0.8354,0.8036,0.7258,0.5557,0.8941
CoCA_key,LDF,0.1707,0.3506,0.3370,0.5852,0.5439,0.6370,0.3112,0.8250
CoCA_key,U2Net,0.1967,0.2750,0.2657,0.5783,0.4898,0.5834,0.2372,0.8203
